pagenation	region	hpatitisc-incidence	heptitisc-ir	heptitisc-death	heptitisc-dr	heptitisb-incidence	heptitisb-death	heptitisb-ir	heptitisb-dr	hepatitise-incidence	hepatitise-death	hepatitise-ir	hepatitise-dr	hepatitisa-incidence	hepatitisa-death	hepatitisa-ir	hepatitisa-dr	hepatitis-incidence	hepatitis-death	hepatitis-ir	hepatitis-dr	hepatitisun-incidence	hepatitisun-death	hepatitisun-ir	hepatitisun-dr
2013-12	黑龙江省	530	1.3824	0		1111	2	2.8978	0.0052	38	0	0.0991		13	0	0.0339		1789	2	4.6661	0.0052	97	0	0.253	
2008-10	北京市	144	0.8818	1	0.0061	317	9	1.9412	0.0551	24	0	0.147		19	0	0.1163		523	10	3.2027	0.0612	19	0	0.1163	
2005-08	河北省	150	0.2203	0		3971	1	5.8315	0.0015	61	0	0.0896		187	0	0.2746		4510	1	6.6231	0.0015	141	0	0.2071	
2008-12	河北省	223	0.3212	0		3847	2	5.5408	0.0029	25	0	0.036		112	0	0.1613		4261	2	6.1371	0.0029	54	0	0.0778	
2005-09	重庆市	49	0.1757	0		2482	0	8.8972		3	0	0.0108		240	0	0.8603		2890	0	10.3598		116	0	0.4158	
2016-08	重庆市	353	1.18	0		1561	4	5.2183	0.0134	53	0	0.1772		75	0	0.2507		2079	4	6.9499	0.0134	36	0	0.1203	
2014-10	浙江省	194	0.3529	1	0.0018	1176	0	2.139		115	0	0.2092		55	0	0.1		1653	1	3.0065	0.0018	113	0	0.2055	
2005-06	新    疆	167	0.8403	0		1960	0	9.8622		6	0	0.0302		283	0	1.424		2521	0	12.685		105	0	0.5283	
2016-01	甘肃省	732	2.8254	0		1025	0	3.9563		15	0	0.0579		52	0	0.2007		1850	0	7.1407		23	0	0.0888	
2004-07	新疆	92	0.4945	0		1536	0	8.2562		13	0	0.0699		228	0	1.2255		2015	0	10.8309		146	0	0.7848	
2015-03	安徽省	631	1.0373	0		3818	1	6.2766	0.0016	209	0	0.3436		67	0	0.1101		4921	1	8.0899	0.0016	196	0	0.3222	
2004-04	内蒙古	110	0.4613	0		1889	0	7.9225		11	0	0.0461		132	0	0.5536		2234	0	9.3694		92	0	0.3858	
2009-01	黑龙江省	341	0.8915	0		1466	0	3.8327		48	0	0.1255		33	0	0.0863		1994	0	5.2131		106	0	0.2771	
2013-06	四川省	746	0.9237	1	0.0012	3499	2	4.3325	0.0025	82	0	0.1015		322	1	0.3987	0.0012	4823	4	5.9719	0.005	174	0	0.2154	
2008-10	海南省	55	0.6509	0		499	0	5.9053		3	0	0.0355		37	0	0.4379		634	0	7.503		40	0	0.4734	
2005-08	四川省	152	0.1856	0		7310	6	8.9274	0.0073	10	1	0.0122	0.0012	748	0	0.9135		8566	9	10.4613	0.011	346	2	0.4226	0.0024
2004-08	重庆市	50	0.1597	0		3001	4	9.5875	0.0128	8	0	0.0256		381	0	1.2172		3604	4	11.514	0.0128	164	0	0.5239	
2010-11	山西省	484	1.4122	1	0.0029	3284	2	9.5817	0.0058	19	0	0.0554		44	0	0.1284		3931	3	11.4695	0.0088	100	0	0.2918	
2014-03	山东省	348	0.3575	1	0.001	4595	2	4.7209	0.0021	193	1	0.1983	0.001	86	0	0.0884		5375	5	5.5222	0.0051	153	1	0.1572	0.001
2012-01	江西省	276	0.6149	2	0.0045	6396	8	14.2501	0.0178	88	0	0.1961		88	0	0.1961		7162	10	15.9567	0.0223	314	0	0.6996	
2009-10	全    国	10607	0.7987	14	0.0011	89881	56	6.768	0.0042	1195	3	0.09	0.0002	3099	2	0.2334	0.0002	108578	79	8.1759	0.0059	3796	4	0.2858	0.0003
2013-02	湖南省	754	1.1357	0		3512	2	5.29	0.003	141	0	0.2124		48	0	0.0723		4591	2	6.9153	0.003	136	0	0.2049	
2005-01	青海省	32	0.5949	0		1088	1	20.227	0.0186	2	0	0.0372		66	0	1.227		1210	1	22.4951	0.0186	22	0	0.409	
2009-09	广东省	1143	1.1976	2	0.0021	10923	6	11.4449	0.0063	170	0	0.1781		146	0	0.153		12652	8	13.2565	0.0084	270	0	0.2829	
2016-02	宁    夏	64	0.9674	0		259	0	3.9151		1	0	0.0151		12	0	0.1814		338	0	5.1093		2	0	0.0302	
2016-01	山西省	700	1.9189	0		4015	2	11.0062	0.0055	44	0	0.1206		86	0	0.2357		4908	2	13.4541	0.0055	59	0	0.1617	
2010-01	海南省	77	0.8911	0		644	0	7.4531		4	0	0.0463		21	0	0.243		794	0	9.1891		48	0	0.5555	
2005-12	海南省	19	0.2315	0		459	0	5.593		2	0	0.0244		38	0	0.463		540	0	6.58		22	0	0.2681	
2005-12	建设兵团	40	1.5735	0		371	0	14.5938						50	0	1.9668		474	0	18.6455		13	0	0.5114	
2012-07	江苏省	198	0.2507	0		991	0	1.2546		216	0	0.2735		58	0	0.0734		1739	0	2.2016		276	0	0.3494	
2008-03	河北省	258	0.3716	0		5214	2	7.5097	0.0029	140	0	0.2016		120	0	0.1728		5870	2	8.4546	0.0029	138	0	0.1988	
2010-12	安徽省	204	0.3327	0		2212	2	3.6079	0.0033	111	0	0.181		73	0	0.1191		2785	2	4.5425	0.0033	185	0	0.3017	
2004-05	四川省	89	0.1021	2	0.0023	7460	5	8.561	0.0057	26	0	0.0298		1090	1	1.2509	0.0011	9202	9	10.5602	0.0103	537	1	0.6163	0.0011
2013-03	天津市	30	0.2123	0		154	0	1.0898		16	0	0.1132		5	0	0.0354		215	0	1.5214		10	0	0.0708	
2005-01	陕西省	284	0.7665	0		4321	8	11.6621	0.0216	9	0	0.0243		121	0	0.3266		4885	9	13.1843	0.0243	150	1	0.4048	0.0027
2012-08	湖南省	815	1.2357	0		4494	0	6.8136		90	0	0.1365		66	0	0.1001		5615	0	8.5133		150	0	0.2274	
2012-02	新疆	1161	5.2565	0		4680	0	21.1889		29	0	0.1313		208	0	0.9417		6141	0	27.8036		63	0	0.2852	
2006-04	贵州省	79	0.2118	0		2214	0	5.9357		7	0	0.0188		380	1	1.0188	0.0027	2809	2	7.5308	0.0054	129	1	0.3458	0.0027
2011-09	海南省	90	1.0379	0		557	0	6.4233		2	0	0.0231		20	0	0.2306		723	0	8.3377		54	0	0.6227	
2012-02	甘肃省	867	3.3812	1	0.0039	4180	0	16.3014		12	0	0.0468		230	0	0.897		5344	1	20.8409	0.0039	55	0	0.2145	
2009-08	西    藏	4	0.1394	0		38	0	1.3241		1	0	0.0348		29	0	1.0105		74	0	2.5785		2	0	0.0697	
2014-03	吉林省	724	2.6315	0		1328	1	4.8268	0.0036	30	0	0.109		18	0	0.0654		2123	1	7.7164	0.0036	23	0	0.0836	
2011-05	广    西	889	1.9315	1	0.0022	3897	2	8.4669	0.0043	93	1	0.2021	0.0022	86	0	0.1868		5178	4	11.25	0.0087	213	0	0.4628	
2006-03	北京市	140	0.9103	3	0.0195	908	12	5.9037	0.078	91	1	0.5917	0.0065	18	0	0.117		1231	16	8.0038	0.104	74	0	0.4811	
2012-05	四川省	762	0.9466	0		4656	3	5.7838	0.0037	78	0	0.0969		308	0	0.3826		6010	3	7.4658	0.0037	206	0	0.2559	
2013-01	青海省	250	4.3617	1	0.0174	2093	0	36.5162		7	0	0.1221		55	0	0.9596		2416	1	42.1515	0.0174	11	0	0.1919	
2009-11	上海市	18	0.0953	0		391	2	2.0705	0.0106	34	1	0.18	0.0053	14	0	0.0741		486	3	2.5735	0.0159	29	0	0.1536	
2008-12	河南省	1681	1.7959	4	0.0043	11501	9	12.2874	0.0096	46	0	0.0491		337	0	0.36		13666	13	14.6004	0.0139	101	0	0.1079	
2010-08	全    国	12881	0.9651	14	0.001	89898	63	6.7352	0.0047	1461	0	0.1095		3726	0	0.2792		112034	79	8.3937	0.0059	4068	2	0.3048	0.0001
2007-05	江西省	104	0.2397	0		2911	4	6.7087	0.0092	31	0	0.0714		309	0	0.7121		3589	4	8.2712	0.0092	234	0	0.5393	
2012-08	云南省	587	1.2675	1	0.0022	2177	0	4.7009		59	0	0.1274		119	0	0.257		2973	1	6.4198	0.0022	31	0	0.0669	
2008-08	辽宁省	410	0.9539	0		2591	1	6.0284	0.0023	92	0	0.2141		125	0	0.2908		3454	1	8.0363	0.0023	236	0	0.5491	
2007-02	海南省	22	0.2632	0		302	0	3.6124						37	0	0.4426		393	0	4.701		32	0	0.3828	
2006-01	河南省	812	0.8657	0		11377	1	12.129	0.0011	16	0	0.0171		279	0	0.2974		12679	1	13.5171	0.0011	195	0	0.2079	
2014-11	四川省	753	0.9288	1	0.0012	2811	2	3.4674	0.0025	87	0	0.1073		182	0	0.2245		3927	3	4.844	0.0037	94	0	0.1159	
2016-11	海南省	270	2.9884	1	0.0111	858	0	9.4966		30	0	0.332		10	0	0.1107		1183	1	13.0938	0.0111	13	0	0.1439	
2011-08	山西省	527	1.4757	0		3807	1	10.6603	0.0028	37	0	0.1036		79	0	0.2212		4558	1	12.7632	0.0028	108	0	0.3024	
2010-01	河南省	2305	2.4296	2	0.0021	12893	0	13.5902		38	0	0.0401		172	0	0.1813		15492	3	16.3297	0.0032	84	1	0.0885	0.0011
2016-05	云南省	773	1.6398	0		1138	0	2.4141		131	0	0.2779		91	0	0.193		2141	0	4.5419		8	0	0.017	
2014-12	湖北省	577	0.995	0		4457	2	7.6858	0.0034	183	0	0.3156		77	1	0.1328	0.0017	5443	3	9.3861	0.0052	149	0	0.2569	
2013-05	黑龙江省	611	1.5936	0		1078	0	2.8117		36	0	0.0939		16	0	0.0417		1829	1	4.7705	0.0026	88	1	0.2295	0.0026
2005-09	河南省	783	0.8391	0		10379	5	11.1231	0.0054	15	0	0.0161		453	1	0.4855	0.0011	11886	7	12.7382	0.0075	256	1	0.2744	0.0011
2016-02	陕西省	627	1.6609	0		1622	0	4.2966		30	0	0.0795		19	0	0.0503		2309	0	6.1164		10	0	0.0265	
2012-12	山东省	241	0.2501	0		3193	6	3.3132	0.0062	120	1	0.1245	0.001	14	0	0.0145		3687	8	3.8258	0.0083	119	1	0.1235	0.001
2015-07	湖北省	757	1.3016	0		5635	2	9.6888	0.0034	209	0	0.3594		75	0	0.129		6849	2	11.7761	0.0034	173	0	0.2975	
2016-08	福建省	193	0.5071	0		3477	0	9.1356		43	0	0.113		42	0	0.1104		3946	0	10.3678		186	0	0.4887	
2011-11	四川省	658	0.8182	2	0.0025	4324	3	5.3769	0.0037	73	1	0.0908	0.0012	280	0	0.3482		5507	7	6.848	0.0087	172	1	0.2139	0.0012
2013-10	海南省	175	1.9739	0		905	0	10.2081		8	0	0.0902		10	0	0.1128		1144	0	12.904		46	0	0.5189	
2008-12	青海省	132	2.3913	0		1578	1	28.5871	0.0181	2	0	0.0362		68	0	1.2319		1786	1	32.3552	0.0181	6	0	0.1087	
2013-03	海南省	152	1.7145	0		1016	1	11.4602	0.0113	8	0	0.0902		17	0	0.1918		1231	1	13.8853	0.0113	38	0	0.4286	
2013-12	甘肃省	475	1.8428	0		950	0	3.6857		9	0	0.0349		54	0	0.2095		1508	0	5.8505		20	0	0.0776	
2010-07	四川省	724	0.8845	0		4937	2	6.0318	0.0024	77	0	0.0941		445	0	0.5437		6471	2	7.9059	0.0024	288	0	0.3519	
2007-03	天津市	78	0.7256	0		778	1	7.2372	0.0093	33	0	0.307		6	0	0.0558		935	1	8.6977	0.0093	40	0	0.3721	
2012-06	河南省	3670	3.9092	0		10168	3	10.8308	0.0032	54	0	0.0575		152	1	0.1619	0.0011	14107	4	15.0266	0.0043	63	0	0.0671	
2013-10	建设兵团	67	2.5296	0		204	1	7.7021	0.0378					16	0	0.6041		295	1	11.1378	0.0378	8	0	0.302	
2006-06	黑龙江省	309	0.8089	1	0.0026	1976	2	5.1728	0.0052	40	0	0.1047		68	0	0.178		2547	5	6.6676	0.0131	154	2	0.4031	0.0052
2014-06	河南省	2362	2.5092	0		5483	3	5.8247	0.0032	40	0	0.0425		85	0	0.0903		8029	4	8.5294	0.0042	59	1	0.0627	0.0011
2005-07	江西省	60	0.1403	0		2824	7	6.602	0.0164	8	0	0.0187		270	0	0.6312		3358	9	7.8504	0.021	196	2	0.4582	0.0047
2007-08	安徽省	121	0.198	1	0.0016	2793	3	4.5712	0.0049	95	0	0.1555		143	0	0.234		3411	4	5.5827	0.0065	259	0	0.4239	
2008-10	宁    夏	23	0.3771	0		697	0	11.4263		2	0	0.0328		101	0	1.6557		833	0	13.6558		10	0	0.1639	
2012-04	内蒙古	620	2.4983	0		2378	0	9.5821		14	0	0.0564		19	0	0.0766		3048	0	12.2819		17	0	0.0685	
2009-02	陕西省	319	0.848	0		2974	1	7.9054	0.0027	6	0	0.0159		87	0	0.2313		3462	2	9.2026	0.0053	76	1	0.202	0.0027
2009-10	黑龙江省	380	0.9935	0		1402	3	3.6654	0.0078	46	0	0.1203		34	0	0.0889		1968	3	5.1451	0.0078	106	0	0.2771	
2005-03	湖南省	83	0.1319	0		1515	3	2.4072	0.0048	30	0	0.0477		196	0	0.3114		2018	4	3.2064	0.0064	194	1	0.3083	0.0016
2008-08	四川省	224	0.2756	1	0.0012	5390	7	6.6322	0.0086	28	0	0.0345		479	0	0.5894		6400	9	7.875	0.0111	279	1	0.3433	0.0012
2007-06	新疆	549	2.6781	0		3748	1	18.2829	0.0049	8	0	0.039		297	1	1.4488	0.0049	4720	2	23.0244	0.0098	118	0	0.5756	
2006-06	四川省	191	0.2326	1	0.0012	8385	10	10.2107	0.0122	33	0	0.0402		801	0	0.9754		9759	12	11.8838	0.0146	349	1	0.425	0.0012
2010-12	湖北省	412	0.7203	0		5016	4	8.7692	0.007	173	0	0.3024		89	0	0.1556		5912	4	10.3357	0.007	222	0	0.3881	
2012-11	山西省	674	1.8757	0		4216	0	11.733		42	0	0.1169		55	0	0.1531		5080	0	14.1375		93	0	0.2588	
2005-04	山东省	103	0.112	0		3654	3	3.9742	0.0033	163	1	0.1773	0.0011	175	0	0.1903		4478	4	4.8704	0.0044	383	0	0.4166	
2015-07	陕西省	640	1.6953	0		1863	0	4.9349		22	0	0.0583		41	0	0.1086		2593	0	6.8687		27	0	0.0715	
2016-07	安徽省	513	0.8433	0		3301	0	5.4267		85	0	0.1397		43	0	0.0707		4138	0	6.8027		194	0	0.3189	
2010-05	海南省	83	0.9606	0		571	2	6.6082	0.0231	7	0	0.081		24	0	0.2778		742	2	8.5872	0.0231	57	0	0.6597	
2005-08	青海省	55	1.0225	0		1052	4	19.5577	0.0744	1	0	0.0186		44	0	0.818		1178	4	21.9002	0.0744	26	0	0.4834	
2004-11	广东省	197	0.2477	0		4212	11	5.2953	0.0138	47	1	0.0591	0.0013	143	0	0.1798		4907	12	6.1691	0.0151	308	0	0.3872	
2008-01	内蒙古	319	1.3264	1	0.0042	2875	0	11.9543		9	0	0.0374		54	0	0.2245		3311	1	13.7671	0.0042	54	0	0.2245	
2005-01	辽宁省	236	0.5597	0		1901	4	4.508	0.0095	201	0	0.4767		234	0	0.5549		2832	5	6.7158	0.0119	260	1	0.6166	0.0024
2013-01	河南省	3537	3.7604	0		8176	2	8.6923	0.0021	66	0	0.0702		120	0	0.1276		11956	2	12.711	0.0021	57	0	0.0606	
2004-12	吉林省	191	0.7166	0		753	0	2.8252		24	0	0.09		91	0	0.3414		1143	0	4.2885		84	0	0.3152	
2008-05	建设兵团	103	3.9849	2	0.0774	322	0	12.4578		3	0	0.1161		17	0	0.6577		450	2	17.4099	0.0774	5	0	0.1934	
2014-09	全    国	15261	1.1261	8	0.0006	71158	19	5.2509	0.0014	1908	0	0.1408		2461	1	0.1816	0.0001	93261	29	6.8819	0.0021	2473	1	0.1825	0.0001
2006-12	建设兵团	31	1.2063	0		242	0	9.4172		1	0	0.0389		38	0	1.4787		324	0	12.6082		12	0	0.467	
2014-10	甘肃省	509	1.9712	0		815	0	3.1562		3	0	0.0116		48	0	0.1859		1403	0	5.4334		28	0	0.1084	
2007-04	新疆	542	2.6439	1	0.0049	4175	0	20.3659		9	0	0.0439		300	0	1.4634		5150	1	25.122	0.0049	124	0	0.6049	
2010-04	山西省	477	1.3917	0		3651	0	10.6525		25	0	0.0729		53	0	0.1546		4291	0	12.5199		85	0	0.248	
2013-01	海南省	168	1.895	0		1008	0	11.3699		8	0	0.0902		7	0	0.079		1232	0	13.8966		41	0	0.4625	
2016-08	山西省	618	1.6941	0		3618	2	9.9179	0.0055	68	0	0.1864		89	0	0.244		4455	2	12.2123	0.0055	61	0	0.1672	
2012-03	福建省	252	0.6774	0		4381	3	11.7769	0.0081	157	0	0.422		57	0	0.1532		5356	3	14.3979	0.0081	509	0	1.3683	
2016-09	云南省	772	1.6377	0		1033	4	2.1914	0.0085	118	0	0.2503		62	0	0.1315		1991	4	4.2237	0.0085	5	0	0.0106	
2005-11	辽宁省	239	0.5668	0		2107	4	4.9966	0.0095	188	0	0.4458		130	0	0.3083		2900	4	6.8771	0.0095	236	0	0.5597	
2008-11	重庆市	138	0.4901	2	0.0071	1913	3	6.7933	0.0107	6	0	0.0213		111	0	0.3942		2219	6	7.88	0.0213	51	1	0.1811	0.0036
2006-06	上海市	28	0.1575	0		483	2	2.7165	0.0112	28	0	0.1575		24	0	0.135		754	2	4.2407	0.0112	191	0	1.0742	
2008-05	福建省	127	0.3546	1	0.0028	4489	4	12.5356	0.0112	39	0	0.1089		102	0	0.2848		5180	5	14.4652	0.014	423	0	1.1812	
2012-08	吉林省	570	2.0732	0		1245	1	4.5282	0.0036	17	0	0.0618		24	0	0.0873		1891	1	6.8778	0.0036	35	0	0.1273	
2013-03	上海市	131	0.5503	0		974	0	4.0917		52	1	0.2184	0.0042	9	0	0.0378		1187	1	4.9865	0.0042	21	0	0.0882	
2010-06	陕西省	342	0.9067	0		2208	4	5.8537	0.0106	15	0	0.0398		56	0	0.1485		2672	4	7.0838	0.0106	51	0	0.1352	
2012-07	浙江省	461	0.8439	0		1331	0	2.4364		115	0	0.2105		28	0	0.0513		2127	0	3.8935		192	0	0.3515	
2016-05	西    藏	4	0.126	0		150	1	4.7237	0.0315	1	0	0.0315		6	0	0.1889		162	1	5.1016	0.0315	1	0	0.0315	
2010-10	天津市	19	0.1547	0		183	0	1.49		19	0	0.1547		2	0	0.0163		231	0	1.8809		8	0	0.0651	
2013-02	辽宁省	532	1.2121	0		1760	1	4.01	0.0023	122	0	0.278		123	0	0.2802		2696	1	6.1426	0.0023	159	0	0.3623	
2011-10	湖北省	585	1.0221	0		5192	2	9.0709	0.0035	140	0	0.2446		103	0	0.18		6267	2	10.9491	0.0035	247	0	0.4315	
2005-05	甘肃省	282	1.0937	1	0.0039	4208	3	16.3197	0.0116	4	0	0.0155		344	0	1.3341		4901	4	19.0073	0.0155	63	0	0.2443	
2005-02	云南省	70	0.1586	0		1079	2	2.4441	0.0045	29	0	0.0657		167	0	0.3783		1406	2	3.1848	0.0045	61	0	0.1382	
2004-06	黑龙江	298	0.7944	0		2386	5	6.3606	0.0133	68	0	0.1813		174	0	0.4639		3181	7	8.48	0.0187	255	2	0.6798	0.0053
2016-07	甘肃省	514	1.984	0		807	0	3.1149		12	0	0.0463		71	0	0.274		1420	0	5.481		16	0	0.0618	
2013-03	山西省	866	2.3983	0		5092	0	14.102		75	0	0.2077		65	0	0.18		6227	0	17.2453		129	0	0.3573	
2004-06	江苏省	106	0.1401	0		1884	2	2.4892	0.0026	152	1	0.2008	0.0013	307	0	0.4056		3173	3	4.1923	0.004	724	0	0.9566	
2005-10	黑龙江	272	0.7139	0		2244	5	5.89	0.0131	47	0	0.1234		91	0	0.2389		2834	5	7.4387	0.0131	180	0	0.4725	
2014-12	上海市	96	0.3975	0		613	2	2.5381	0.0083	56	1	0.2319	0.0041	17	0	0.0704		802	3	3.3207	0.0124	20	0	0.0828	
2016-04	上海市	209	0.8616	0		933	2	3.8463	0.0082	56	0	0.2309		27	0	0.1113		1239	2	5.1078	0.0082	14	0	0.0577	
2009-02	西    藏	3	0.1045	0		29	0	1.0105						25	0	0.8711		59	0	2.0558		2	0	0.0697	
2004-08	海南省	26	0.3193	1	0.0123	885	0	10.8694						118	0	1.4492		1086	1	13.338	0.0123	57	0	0.7001	
2008-02	宁    夏	21	0.3443	0		655	0	10.7378		3	0	0.0492		99	0	1.623		803	0	13.164		25	0	0.4098	
2014-04	贵州省	346	0.9879	0		1635	0	4.6685		49	0	0.1399		32	1	0.0914	0.0029	2094	1	5.9791	0.0029	32	0	0.0914	
2008-09	西    藏					38	0	1.338						35	0	1.2324		75	0	2.6408		2	0	0.0704	
2009-11	全    国	10252	0.772	9	0.0007	80652	55	6.0731	0.0041	1237	1	0.0931	0.0001	2597	1	0.1956	0.0001	98081	66	7.3855	0.005	3343	0	0.2517	
2016-07	辽宁省	605	1.3778	0		1467	1	3.3409	0.0023	124	0	0.2824		195	0	0.4441		2513	1	5.7231	0.0023	121	0	0.2756	
2015-10	西    藏	4	0.126	0		195	0	6.1408						14	0	0.4409		214	0	6.7391		1	0	0.0315	
2014-11	江苏省	205	0.2582	0		978	0	1.2318		230	0	0.2897		53	0	0.0668		1685	0	2.1223		219	0	0.2758	
2016-04	内蒙古	618	2.4673	0		1680	0	6.7071		13	0	0.0519		14	0	0.0559		2344	0	9.358		17	0	0.0679	
2005-09	海南省	11	0.134	0		654	0	7.9691						66	0	0.8042		758	0	9.2364		27	0	0.329	
2012-02	贵州省	283	0.8158	0		1699	1	4.8977	0.0029	61	0	0.1758		55	0	0.1585		2150	1	6.1978	0.0029	52	0	0.1499	
2016-10	湖南省	974	1.4457	0		4473	2	6.6392	0.003	84	0	0.1247		53	0	0.0787		5668	2	8.4129	0.003	83	0	0.1232	
2012-10	青海省	147	2.5872	0		1155	4	20.3283	0.0704	9	0	0.1584		82	0	1.4432		1422	4	25.0276	0.0704	29	0	0.5104	
2007-09	上海市	18	0.0992	0		413	1	2.2755	0.0055	30	1	0.1653	0.0055	23	0	0.1267		548	2	3.0193	0.011	64	0	0.3526	
2006-12	北京市	126	0.8192	3	0.0195	674	7	4.3823	0.0455	29	0	0.1886		9	0	0.0585		902	10	5.8647	0.065	64	0	0.4161	
2004-05	江西省	47	0.1097	1	0.0023	3099	3	7.2346	0.007	16	0	0.0374		355	0	0.8287		3853	5	8.9948	0.0117	336	1	0.7844	0.0023
2014-11	陕西省	566	1.5037	0		2060	2	5.4729	0.0053	13	0	0.0345		31	0	0.0824		2696	2	7.1626	0.0053	26	0	0.0691	
2016-11	江西省	219	0.4821	0		2943	1	6.4793	0.0022	44	0	0.0969		21	0	0.0462		3296	1	7.2565	0.0022	67	0	0.1475	
2004-04	湖北省	96	0.1598	0		5147	10	8.5665	0.0166	135	0	0.2247		356	0	0.5925		6202	10	10.3224	0.0166	468	0	0.7789	
2016-03	西    藏	6	0.1889	0		172	0	5.4165		1	0	0.0315		4	0	0.126		190	0	5.9833		7	0	0.2204	
2008-01	重庆市	135	0.4794	0		2550	2	9.0554	0.0071	14	0	0.0497		141	0	0.5007		2931	2	10.4084	0.0071	91	0	0.3232	
2009-08	山西省	394	1.1552	0		3624	0	10.6257		14	0	0.041		64	0	0.1876		4224	0	12.3849		128	0	0.3753	
2013-11	青海省	148	2.5821	0		734	1	12.806	0.0174	7	0	0.1221		57	0	0.9945		958	1	16.7141	0.0174	12	0	0.2094	
2008-02	北京市	88	0.5389	0		346	3	2.1188	0.0184	40	0	0.2449		21	0	0.1286		519	3	3.1782	0.0184	24	0	0.147	
2011-08	贵州省	279	0.803	0		1956	0	5.6293		48	0	0.1381		118	0	0.3396		2457	0	7.0712		56	0	0.1612	
2012-12	贵州省	264	0.761	0		1639	0	4.7247		24	0	0.0692		28	0	0.0807		1994	0	5.7481		39	0	0.1124	
2005-07	建设兵团	34	1.3374	0		471	1	18.5275	0.0393	1	0	0.0393		27	0	1.0621		542	1	21.3204	0.0393	9	0	0.354	
2013-11	建设兵团	107	4.0398	0		195	0	7.3623		1	0	0.0378		18	0	0.6796		327	0	12.346		6	0	0.2265	
2010-08	云南省	493	1.0785	1	0.0022	2008	1	4.3929	0.0022	35	0	0.0766		309	0	0.676		2897	2	6.3378	0.0044	52	0	0.1138	
2007-12	吉林省	349	1.2817	1	0.0037	1088	1	3.9956	0.0037	25	0	0.0918		21	0	0.0771		1546	2	5.6776	0.0073	63	0	0.2314	
2006-06	宁    夏	7	0.1174	0		778	1	13.0537	0.0168					33	0	0.5537		834	1	13.9933	0.0168	16	0	0.2685	
2014-05	内蒙古	622	2.4904	0		1938	0	7.7594		12	0	0.048		24	0	0.0961		2604	0	10.426		8	0	0.032	
2008-12	甘肃省	457	1.7463	0		4969	1	18.9873	0.0038	5	0	0.0191		268	0	1.0241		5756	1	21.9946	0.0038	57	0	0.2178	
2014-01	山东省	372	0.3822	0		4515	1	4.6387	0.001	188	1	0.1931	0.001	34	0	0.0349		5250	2	5.3938	0.0021	141	0	0.1449	
2014-07	山西省	766	2.1103	0		4218	0	11.6205		47	0	0.1295		118	0	0.3251		5263	0	14.4994		114	0	0.3141	
2007-04	山西省	351	1.04	0		3836	1	11.366	0.003	20	0	0.0593		80	0	0.237		4372	1	12.9541	0.003	85	0	0.2519	
2006-12	西    藏					23	0	0.8301						47	0	1.6963		71	0	2.5626		1	0	0.0361	
2013-02	重庆市	275	0.9338	1	0.0034	1449	0	4.9202		64	0	0.2173		63	0	0.2139		1890	1	6.4177	0.0034	39	0	0.1324	
2004-08	贵州省	26	0.068	0		1788	1	4.677	0.0026	7	0	0.0183		657	2	1.7186	0.0052	2636	3	6.8952	0.0078	158	0	0.4133	
2009-10	西    藏					34	0	1.1847		1	0	0.0348		17	0	0.5923		53	0	1.8467		1	0	0.0348	
2007-09	天津市	62	0.5767	0		391	0	3.6372		24	0	0.2233		3	0	0.0279		509	0	4.7349		29	0	0.2698	
2015-10	浙江省	223	0.4049	0		1074	0	1.9499		152	0	0.276		36	0	0.0654		1603	0	2.9103		118	0	0.2142	
2007-04	江西省	127	0.2927	0		2912	6	6.711	0.0138	39	0	0.0899		291	0	0.6706		3598	6	8.292	0.0138	229	0	0.5278	
2006-02	广    西	233	0.5	4	0.0086	2839	2	6.0923	0.0043	37	0	0.0794		152	0	0.3262		3517	6	7.5472	0.0129	256	0	0.5494	
2009-04	安徽省	190	0.3097	0		2912	5	4.7466	0.0081	138	0	0.2249		102	1	0.1663	0.0016	3554	6	5.793	0.0098	212	0	0.3456	
2015-02	内蒙古	393	1.569	0		1307	0	5.218		13	0	0.0519		21	0	0.0838		1737	0	6.9347		3	0	0.012	
2006-06	河南省	984	1.049	3	0.0032	12361	1	13.1781	0.0011	27	0	0.0288		321	0	0.3422		13884	4	14.8017	0.0043	191	0	0.2036	
2009-03	陕西省	351	0.933	0		3145	1	8.3599	0.0027	16	0	0.0425		105	0	0.2791		3712	1	9.8671	0.0027	95	0	0.2525	
2016-06	湖北省	787	1.3532	0		5232	1	8.9959	0.0017	236	0	0.4058		75	0	0.129		6475	1	11.1331	0.0017	144	0	0.2476	
2013-03	山东省	327	0.3376	0		3821	2	3.9453	0.0021	211	0	0.2179		28	0	0.0289		4540	2	4.6877	0.0021	153	0	0.158	
2013-12	四川省	661	0.8185	0		2889	3	3.5772	0.0037	44	0	0.0545		170	0	0.2105		3878	3	4.8018	0.0037	114	0	0.1412	
2013-08	山东省	355	0.3666	0		3920	1	4.0476	0.001	116	0	0.1198		41	0	0.0423		4587	1	4.7363	0.001	155	0	0.16	
2013-02	江苏省	178	0.2247	0		878	0	1.1086		535	0	0.6755		43	0	0.0543		1882	0	2.3763		248	0	0.3131	
2005-01	吉林省	314	1.1591	1	0.0037	1433	1	5.2897	0.0037	21	0	0.0775		118	0	0.4356		2037	2	7.5193	0.0074	151	0	0.5574	
2012-08	河北省	489	0.6754	0		4689	1	6.4761	0.0014	59	0	0.0815		46	0	0.0635		5371	1	7.418	0.0014	88	0	0.1215	
